,text,color,size,position,time,sn,userid
390,？？？？？？？？？？？？？？？？？？？？,#FF0026,2,2,690,44897561,tommy1020712
391,?????,#FFFFFF,1,0,691,41644995,sodragon
392,沒了？？？？？？？？？？？？？？？？？？,#FFFFFF,1,0,693,41165047,tsubakilee
393,沒歌詞,#FFFFFF,1,0,695,42597761,loenyen73
394,沒了？？？,#FFFFFF,1,0,696,40784995,yu2501171025
395,沒了????,#FFFFFF,1,0,696,41597809,nico7214034
396,嗚哇嗚哇 沒了～,#FFFFFF,1,0,700,41606752,a54494028
397,廣告30秒進來一分鐘,#FFFFFF,1,0,700,42845328,Zoe1010521
398,我在看什麼？？？,#FFFFFF,1,0,701,45023046,RTty971105
399,體感一分鐘,#FFFFFF,1,0,703,41322900,z9ha45pt26xo
400,好可愛,#FFFFFF,1,0,703,42107580,yyz0329
401,超廢,#FFFFFF,1,0,704,45388579,Danielyang00
402,1分鐘XD,#BEBEBE,1,0,705,37310746,p1997201244
403,泡麵都還沒好,#FFFFFF,1,0,705,40822214,roubai1203
404,卡拉ok版（X,#FFFFFF,1,0,705,44295966,Sadone2005
405,？？？？？？？,#FFFFFF,1,0,710,43494643,kobeleobryan
406,真的體感一分鐘,#FFFFFF,1,0,712,37152327,tokl2508
407,體感一分鐘,#FFFFFF,1,0,713,41061847,A19971212
408,可以,#FFFFFF,1,0,714,42679294,cyc0321
409,？？？？？？,#FFFFFF,1,0,715,44405211,mika1011002
410,小八在結尾 可愛,#FFFFFF,1,0,717,37340486,ann84
411,西西不西西,#FFFFFF,1,0,717,44529568,st5109185
412,============,#FFFFFF,1,0,717,45236824,shinnae26
413,真的體感3秒,#FFFFFF,1,0,719,37884256,c107049
414,雖然知道很短但真的嚇到我了🤣,#FFFFFF,1,0,720,37941426,yenlin1004
415,沒了？,#FFFFFF,1,0,722,37101694,cheninda1234
416,??,#FFFFFF,1,0,722,44615965,LordXavier
417,哭啊 一分鐘的影片 要看三十秒的廣告,#FFFFFF,1,0,724,37533365,mo000136
418,為了這一分鐘看30秒廣告 廣告商賺爛,#FF0026,1,1,725,40950510,a52219951
419,6,#FFFFFF,1,0,725,44402511,house816
420,？？？？？,#FF0026,1,1,726,45101653,kateihan0307
421,好快,#FFFFFF,1,0,727,41701454,gl0507
422,??????????,#FFFFFF,1,0,729,40204499,tsm55555
423,很可愛不要吵,#FFFFFF,1,0,729,42808044,JinAurora
424,蛤,#FFFFFF,1,0,733,40277838,s06578
425,幹太快,#FFFFFF,1,0,739,43662275,s3dh2
426,????????????????????????????,#FFFFFF,1,0,740,39857903,dc92044sony
427,好可愛,#FFFFFF,1,0,740,41984454,BHSN00000q3t
428,沒看過這麼快的,#FFFFFF,1,0,741,43778552,hp76249
429,骨感一分鐘,#FFFFFF,1,0,742,42038413,realandtrue
430,影片不到90秒 廣告30秒,#FFFFFF,1,0,743,44744721,a4391030
431,體感一分鐘...,#FFFFFF,1,0,746,37392590,x0902
432,好可愛啊啊啊,#FFFFFF,1,0,746,43182185,yinqiancai02
433,蛤 沒了,#FFFFFF,1,0,748,41446373,nehsh101
434,蛤,#FF9496,1,0,749,41591266,becky1020109
435,啊？,#FFFFFF,1,0,750,45416519,xiupingdang
436,等一下 我不是剛看！？,#FDE53D,1,0,752,39616476,carnew681012
437,真•體感一分鐘,#FF0026,2,0,752,42456708,Rei9488
438,體感一分鐘,#FFFFFF,1,0,752,43474035,A15874875
439,好想吃,#FFFFFF,1,0,753,42317243,lois19920926
440,蛤...？,#FFFFFF,1,0,754,42896611,junhui9520
441,廣告30秒正片一分鐘 但是太可愛我願意😍,#FFFFFF,1,0,755,37146166,account77615
442,一集一分三十秒 片尾曲占20秒,#FFFFFF,1,0,755,45396785,yuzhuang912
443,真的是一分鐘,#FFFFFF,1,0,758,38798423,shadow121010
444,等了30秒 看了一分鐘,#FFFFFF,1,0,758,40551109,kevin1998oo
445,這啥玩意兒XDDDD,#FFFFFF,1,0,761,38713656,RoaBoa850216
446,???????,#FFFFFF,1,0,761,42179798,cdfh1284841
447,好好吃的感覺,#FFFFFF,1,0,761,44155008,timlin0808
448,體感一分鐘,#FFFFFF,1,0,763,41692736,yymkc
449,體感一分鐘,#FFFFFF,1,0,764,41413599,a70888765
450,卡伊卡哇,#FFFFFF,1,0,765,40904144,Bokey1423
451,????????????????????????????????,#FFFFFF,1,0,765,45447519,seisaisha
452,???????????????????????????,#FFFFFF,1,0,768,42455535,hau740212
453,又要廣告了,#FDE53D,1,2,769,43908625,Anima0415
454,30秒廣告看1分鐘,#FFFFFF,1,0,778,37350376,pig61012
455,三小怎麼沒了,#FFFFFF,1,0,780,43645639,kk0913538560
456,笑死,#FFFFFF,1,0,780,44680659,yuyi7613
457,我爱小八,#FFFFFF,1,0,786,37176837,Kthunderbolt
458,我還在思考正片在哪就沒了,#FFFFFF,1,0,788,42732366,A1010010
459,XDDDDDDD,#FFFFFF,1,0,789,40543495,ncbob
460,好萌呀～,#FF9496,1,0,790,43183033,win7288
461,魔性,#FFFFFF,1,0,792,41516350,love20201128
462,到底是在紅怎樣的啊,#FFFFFF,1,0,795,42555325,Lucy08070807
463,兄弟～,#FFFFFF,1,0,798,39663830,wuted
464,笑屎🤣🤣🤣,#FFFFFF,1,0,800,43256091,ox22081
465,嗨 晚安,#FFFFFF,1,0,801,44440682,jimmy0416
466,有喜歡吉伊卡哇的要加ig嗎IG:h._.y._.r._.0201,#FFFFFF,1,0,803,45006158,yurouhong36
467,啊？,#BEBEBE,0,0,806,43333490,yiling0807
468,no~,#FDE53D,1,1,806,45101660,kateihan0307
469,要撐到13-14集才開始有劇情喔~~~~,#FF0026,1,0,810,44049557,leteargerbob
470,體感10秒,#FFFFFF,1,0,816,39006895,homo760123
471,體感三十秒,#FFFFFF,1,0,817,41939969,g1080109
472,蛤,#FF0026,1,0,820,40789340,jasonlin0331
473,蛤,#00C3FC,2,0,820,44340361,yuye00571
474,這..🔚了，看了😔💬,#FFFFFF,1,0,825,44207085,Aa5709453
475,母災,#FFFFFF,1,0,826,42025785,snowball1292
476,貓,#FFFFFF,1,0,827,43754918,s1080025
477,我的泡麵還沒好,#FFFFFF,1,0,828,41982739,bear508
478,才1分鐘 我要看30秒的廣告？,#FFFFFF,1,0,832,39229289,joanne789
479,好可愛呀\(//∇//)\,#FDE53D,1,0,835,40557924,WWWW1108
480,體感一分鐘,#FFFFFF,1,0,836,42573056,xinghe820
481,我也是為了吉伊買會員😂😂,#FFFFFF,1,0,840,42597770,loenyen73
482,所以為啥彈幕要一直兄弟的( ･᷄ὢ･᷅ )？,#FFFFFF,1,2,846,43683954,annana566
483,體感20秒,#FFFFFF,1,0,850,41270194,YEYU8964
484,我買免廣告了,#FFFFFF,1,0,857,41325318,J310923
485,啊啊啊啊,#FF9625,2,2,863,42532179,rosa0812
486,沒有了哈哈哈ㄏ阿,#FFFFFF,1,0,863,44179863,g840483938
487,兄弟,#FDE53D,1,0,865,39118447,a38395654a
488,為什麼要一直兄弟的( ･᷄ὢ･᷅ ),#FFFFFF,1,0,865,42802663,Melody122
489,诶,#FF0026,1,0,866,44529573,st5109185
490,OK.......,#FFFFFF,1,0,871,38042307,AS52302100
491,掰掰 晚安,#FFFFFF,1,0,871,44440684,jimmy0416
492,為了吉伊卡哇第一次買了會員👍,#FFFFFF,1,0,874,40442519,acgn75410302
493,小八💗,#FFFFFF,1,0,874,43182188,yinqiancai02
494,泡泡驗超市和看,#FFFFFF,1,0,876,44179856,g840483938
495,ZMB,#FFFFFF,1,0,877,42527612,ZED8090
496,兄弟有事請轉身,#FFFFFF,1,0,890,44754781,D0690422
497,😀,#00C3FC,1,0,898,40894473,kekerry75
498,沒了？？？？,#FFFFFF,1,0,901,42188563,linzzi
499,哈,#FF0026,1,0,901,44529579,st5109185
